,Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%),invalid
600,193,-,TIRA14232,ALTERNATOR FRONT BEARING METAL TEMPERATURE,ALTERNATOR FRONT BEARING METAL TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,-,-,-,Bearing,Front Bearing,1,-,-,-,Metal,Temperature,1,-,DEG C,-,-,-,0,150,-,Mechanical,-,-,
601,195,New,TI_18205,GEN BRNG HOOD TEMP,GENERATOR BEARING HOOD TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,-,-,-,Bearing,Front Bearing,1,-,-,-,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
602,194,-,TIRA14234,ALTERNATOR REAR BEARING METAL TEMPERATURE,ALTERNATOR REAR BEARING METAL TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,-,-,-,Bearing,Rear Bearing,2,-,-,-,Metal,Temperature,1,-,DEG C,-,-,-,0,150,-,Mechanical,-,-,
603,210,New,PDIRSA16102,H2 SEAL OIL DP,HYDROGEN SEAL OIL DIFFERENTIAL PRESSURE IN GENERATOR,Generator System,Generator System,Generator,-,Generator,1,-,-,-,-,-,-,-,-,-,H2-Seal Oil,Differential Pressure,1,-,KG/CM2,-,-,-,-,-,-,Mechanical,-,-,
604,192,-,MAY20DS100,GENERATOR FREQUENCY,GENERATOR FREQUENCY,Generator System,Generator System,Generator,-,Generator,1,-,-,-,-,-,-,-,-,-,Power,Frequency,1,-,HZ,-,-,-,45,55,-,Performance KPI,-,-,
605,1,New,EI_27913,SEAL OIL PUMP CURRENT,AC SEAL OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,AC Seal Oil Pump,AC Seal Oil Pump,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,Low,-,-,-,Performance KPI,-,-,
606,24,New,EI_27904,AUXILIARY OIL PUMP A URRENT,AUXILIARY OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Auxiliary Oil Pump,AOP-A,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,Low,-,-,-,Performance KPI,-,-,
607,25,New,EI_27905,AUXILIARY OIL PUMP B URRENT,AUXILIARY OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Auxiliary Oil Pump,AOP-B,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,Low,-,-,-,Performance KPI,-,-,
608,147,New,EI_27906,EMERGENC OIL PUMP DC CURRENT,EMERGENCY OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Emergency Oil Pump,EOP,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,-,-,-,Performance KPI,-,-,
609,479,New,TR13205,CW INLET TURBINE LUBE OIL COOLER TMP,COOLING WATER TEMPERATURE AT LUBE OIL COOLER INLET,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Lubricating Oil Cooler,Lubricating Oil Cooler,1,-,-,-,-,-,-,Cooling Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
610,480,New,TR13206,CW OUTLET TURBINE LUBE COOLER TMP,COOLING WATER TEMPERATURE AT LUBE OIL COOLER OUTLET,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Lubricating Oil Cooler,Lubricating Oil Cooler,1,-,-,-,-,-,-,Cooling Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
611,462,-,TIRSC14215,MAIN OIL TEMPERATURE AFTER COOLERS,MAIN OIL TEMPERATURE AFTER COOLERS,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Lubricating Oil Cooler,Lubricating Oil Cooler,1,-,-,-,-,-,-,Lubricating Oil,Temperature,1,-,DEG C,-,-,-,0,100,-,Mechanical,-,-,
612,461,-,PIRS14109,LUBE OIL HEADER PRESSURE,LUBE OIL HEADER PRESSURE,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Lubricating Oil Header,LOP Header,1,-,-,-,-,-,-,Lubricating Oil,Pressure,1,-,KG/CM2,-,-,-,0,6,-,Mechanical,-,-,
613,464,New,LIA14302,MAIN OIL TANK LEVEL,MAIN OIL TANK LEVEL,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Main Oil Tank,Main Oil Tank,1,-,-,-,-,-,-,Lubricating Oil,Level,1,-,MM,-,-,-,-,-,-,Mechanical,-,-,
614,463,New,LIA_14302_B,MAIN OIL TANK LEVEL,MAIN OIL TANK LEVEL,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Main Oil Tank,Main Oil Tank,1,-,-,-,-,-,-,Lubricating Oil,Level,2,-,MM,-,-,-,-,-,-,Mechanical,-,-,
615,124,New,EI_27914,DC SEAL OIL PUMP CURRENT,DC SEAL OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,-,Oil Supply System,1,Seal Oil Pump,DC Seal Oil Pump,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,-,-,??,Performance KPI,-,-,
616,561,-,HRenu_U5_Enthalpy_of_steam_at_Turbine_Exhaust,ENTHALPY OF STEAM AT TURBINE EXHAUST,ENTHALPY OF STEAM AT TURBINE EXHAUST,Turbine System,Turbine System,Turbine,-,Turbine,1,Exhaust,Exhaust,1,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,2273,-,
617,556,-,HRenu_U5_Enthalpy_of_steam_at_Extraction_1_(HPH_2),ENTHALPY OF STEAM AT EXTRACTION 1 (HPH 2),ENTHALPY OF STEAM AT EXTRACTION 1,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,HPH 2 Extraction,1,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,3239,-,
618,562,-,HRenu_U5_Enthalpy_drop_across_HPH_2_Extraction,ENTHALPY DROP ACROSS HPH 2 EXTRACTION,ENTHALPY DROP ACROSS EXTRACTION 1,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,HPH 2 Extraction,1,-,-,-,-,-,-,Extraction,Enthalpy Drop,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,-,-,
619,557,-,HRenu_U5_Enthalpy_of_steam_at_Extraction_2_(HPH_1),ENTHALPY OF STEAM AT EXTRACTION 2 (HPH 1),ENTHALPY OF STEAM AT EXTRACTION 2,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,HPH 1 Extraction,2,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,3072.7,-,
620,563,-,HRenu_U5_Enthalpy_drop_across_HPH_1_Extraction,ENTHALPY DROP ACROSS HPH 1 EXTRACTION,ENTHALPY DROP ACROSS EXTRACTION 2,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,HPH 1 Extraction,2,-,-,-,-,-,-,Extraction,Enthalpy Drop,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,-,-,
621,560,-,HRenu_U5_Enthalpy_of_steam_at_Extraction_3_(Deaerator),ENTHALPY OF STEAM AT EXTRACTION 3 (DEAERATOR),ENTHALPY OF STEAM AT EXTRACTION 3,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,Deaerator Extraction,3,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,2948.8,-,
622,564,-,HRenu_U5_Enthalpy_drop_across_Deaerator_Extraction,ENTHALPY DROP ACROSS DEAERATOR EXTRACTION,ENTHALPY DROP ACROSS EXTRACTION 3,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,Deaerator Extraction,3,-,-,-,-,-,-,Extraction,Enthalpy Drop,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,-,-,
623,558,-,HRenu_U5_Enthalpy_of_steam_at_Extraction_4_(LPH_2),ENTHALPY OF STEAM AT EXTRACTION 4 (LPH 2),ENTHALPY OF STEAM AT EXTRACTION 4,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,LPH 2Extraction,4,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,2688.2,-,
624,559,-,HRenu_U5_Enthalpy_of_steam_at_Extraction_5_(LPH_1),ENTHALPY OF STEAM AT EXTRACTION 5 (LPH 1),ENTHALPY OF STEAM AT EXTRACTION 5,Turbine System,Turbine System,Turbine,-,Turbine,1,Extraction,LPH 1 Extraction,5,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,2221.4,-,
625,555,-,HRenu_U5_Enthalpy_of_steam_at_Turbine_Inlet,ENTHALPY OF STEAM AT TURBINE INLET,ENTHALPY OF STEAM AT TURBINE INLET,Turbine System,Turbine System,Turbine,-,Turbine,1,Inlet,Inlet,1,-,-,-,-,-,-,Steam,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,3462.5,-,
626,459,-,PIC_11107,GLAND STEAM PRESSURE CONTROL,GLAND STEAM PRESSURE CONTROL,Turbine System,Turbine System,Turbine,-,Turbine,1,Seal Steam System,Seal Steam System,1,Pressure Controller,Pressure Controller,1,-,-,-,Seal Steam,Pressure,1,Setpoint,KG/CM2,-,-,-,-1,1,-,Steam Path,-,-,
627,-,-,PIC_11107_OP_CV5.SP,GLAND STEAM PRESSURE CONTROL OP FOR CV5 SP,Gland Steam Pressure Control Setpoint,Turbine System,Turbine System,Turbine,-,Turbine,1,Seal Steam System,Seal Steam System,1,Pressure Controller,CV5 Pressure Controller,2,-,-,-,Seal Steam,Pressure,1,Setpoint,KG/CM2,0.15,-,-,-,-,SP,-,-,-,
628,-,-,PIC_11107_OP.sp,GLAND STEAM PRESSURE CONTROL OP FOR CV9 SP,Gland Steam Pressure Control Setpoint,Turbine System,Turbine System,Turbine,-,Turbine,1,Seal Steam System,Seal Steam System,1,Pressure Controller,CV9 Pressure Controller,3,-,-,-,Seal Steam,Pressure,1,Setpoint,KG/CM2,0.1,-,-,-,-,SP,-,-,-,
629,460,-,TISA_11201,GLAND SEAL TEMPERATURE CONTROL,GLAND SEAL TEMPERATURE CONTROL,Turbine System,Turbine System,Turbine,-,Turbine,1,Seal Steam System,Seal Steam System,1,-,-,-,-,-,-,Seal Steam,Temperature,1,-,DEG C,-,-,-,0,300,-,Steam Path,-,-,
630,481,-,PI19110,WHEELCHAMBER PRESSURE,WHEELCHAMBER PRESSURE,Turbine System,Turbine System,Turbine,-,Turbine,1,Wheelchamber,Wheelchamber,1,-,-,-,-,-,-,Steam,Pressure,1,-,KG/CM2,-,-,-,0,100,-,Performance KPI,-,-,
631,482,New,TI19205,WHEEL CHAMBER STAGE 6 TEMP,WHEELCHAMBER PRESSURE,Turbine System,Turbine System,Turbine,-,Turbine,1,Wheelchamber,Wheelchamber,1,-,-,-,-,-,-,Steam,Temperature,2,-,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
632,472,New,TIRA14230,RADIAL BEARING 2 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 1,1,Lower,Lower,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
633,469,New,TIA14227,RADIAL BEARING UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 1,1,Upper,Upper,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
634,471,New,TIA14229,RADIAL BEARING 2 UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 2,2,Upper,Upper,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
635,474,New,TIRA14232,RADIAL BEARING 3 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 3,3,Lower,Lower,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,??,Mechanical,-,-,Rule-9: Duplicate dataTagId
636,473,New,TIA14231,RADIAL BEARING 3 UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 3,3,Upper,Upper,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
637,476,New,TIRA14234,RADIAL BEARING 4 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 4,4,Lower,Lower,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,??,Mechanical,-,-,Rule-9: Duplicate dataTagId
638,475,New,TIA14233,RADIAL BEARING 4 UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 4,4,Upper,Upper,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
639,470,New,TIRA14228,RADIAL BEARING 1 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Bearing,Radial Bearing 1,1,Lower,Lower,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
640,458,-,PIC11107,DUMP STEAM PRESSURE,DUMP STEAM PRESSURE,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Dump Steam Valve,Dump Steam Valve,1,-,-,-,Steam,Pressure,1,-,KG/CM2,-,-,-,-1,1,-,Steam Path,-,-,
641,454,New,TIR_19211,HP VLV CASE LEFT SIDE TEMP,TURBINE CASING TEMPERATURE - LEFT,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,HP Control Valve,HPCV,1,-,-,-,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
642,457,New,TIR19214,HP CASING LOWER SIDE TMP,TURBINE CASING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Outer Casing,Outer Casing,1,Lower,Lower,1,Casing,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
643,455,New,TIR19212_P,HP TURB CASING RIGHT SIDE TEMP,TURBINE CASING TEMPERATURE - LEFT,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Outer Casing,Outer Casing,1,Right,Right,1,Casing,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
644,456,New,TIR19213,HP TG CASING UPPER SIDE TEMP,TURBINE CASING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Outer Casing,Outer Casing,1,Upper,Upper,1,Casing,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
645,468,New,TIRA14224,MAIN THR BRNG LOWER BLOCK TEMP,MAIN THRUST BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Thrust Bearing,Main Thrust Bearing,1,Lower,Lower,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,??,Mechanical,-,-,
646,467,New,TIRA14223,MAIN THR BRNG UPPER BLOCK TEMP,MAIN THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Thrust Bearing,Main Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,??,Mechanical,-,-,
647,465,New,TIA14235,MAIN THR BRNG TOP TEMP,MAIN THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Thrust Bearing,Main Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
648,478,New,TIRA14226,SEC THRUST BRNG LOWER BLOCK TEMP,SECONDARY THRUST BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Thrust Bearing,Sec Thrust Bearing,2,Lower,Lower,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,??,Mechanical,-,-,
649,466,New,TIA14236,SEC THR BRING TOP TEMP,SECONDARY THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Thrust Bearing,Sec Thrust Bearing,2,Upper,Upper,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
650,477,New,TIRA14225,SEC THRUST BRNG UPPER BLOCK TEMP,SECONDARY THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,Thrust Bearing,Sec Thrust Bearing,2,Upper,Upper,1,Metal,Temperature,2,-,DEG C,-,-,-,-,-,??,Mechanical,-,-,
651,487,-,STM_FLOW,COMPENSATED MS FLOW,COMPENSATED MS FLOW,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,Inlet,Inlet,1,Main Steam,Flow,1,-,TPH,-,-,-,0,450,-,Performance KPI,282.3,-,Rule-9: Duplicate dataTagId
652,485,-,PISA19102,MAIN STEAM PRESSURE,MAIN STEAM PRESSURE,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,Inlet,Inlet,1,Main Steam,Pressure,1,-,KG/CM2,-,-,-,0,150,-,Performance KPI,91.775,-,
653,490,-,TIRA_19201,MAIN STEAM TEMPERATURE,MAIN STEAM TEMPERATURE,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,Inlet,Inlet,1,Main Steam,Temperature,1,-,DEG C,-,-,-,0,600,-,Performance KPI,530,-,
654,484,-,MAY91CX210,TURBINE EXHAUST PRESSURE,TURBINE EXHAUST PRESSURE,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,Outlet,Exhaust,1,Steam,Pressure,1,-,BAR A,-,-,-,0,1.2,-,Performance KPI,0.091,-,Rule-9: Duplicate dataTagId
655,488,-,TIR01209,TURBINE EXHAUST TEMPERATURE,TURBINE EXHAUST TEMPERATURE,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,Outlet,Exhaust,1,Steam,Temperature,1,-,DEG C,-,-,-,0,350,-,Performance KPI,43.6,-,
656,489,New,TIR01210,TURBINE EXHAUST TEMPERAT WEST,TURBINE EXHAUST TEMPERATURE,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,Outlet,Exhaust,1,Steam,Temperature,1,-,DEG C,-,-,-,-,-,-,Performance KPI,43.6,-,
657,483,-,EI_27901,UNIT LOAD,UNIT LOAD,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,-,-,-,Power,Power,1,-,MW,-,-,-,0,100,-,Performance KPI,76,-,
658,486,-,SIRSA14715,TURBINE SPEED,TURBINE SPEED,Turbine System,Turbine System,Turbine,-,Turbine,1,-,-,-,-,-,-,-,-,-,Rotor,Speed,1,-,RPM,-,-,-,0,4000,-,Performance KPI,-,-,
659,639,-,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC3,3,-,-,-,-,-,-,Hydrogen,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Mechanical,-,-,Rule-9: Duplicate dataTagId
660,640,-,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC4,4,-,-,-,-,-,-,Hydrogen,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Mechanical,-,-,Rule-9: Duplicate dataTagId
